record,S1r1,S1r2,S1r3,S1r4,S1r5,S1r6,MRK_Sample,age,MRK_Age,gender,S6r1,S6r2,S6r3,S6r4,numdogs,S9,S10,M1r1,M1r2,M1r3,M1r4,M1r5,M1r6,M1r7,M1r8,M1r9,M1r10,M1r11,M1r12,M1r13,M1r14,M1r15,M1r16,M1r17,M1r18,M2r1,M2r2,M2r3,M2r4,M2r5,M2r6,M2r7,M2r8,M2r9,M2r10,M3r1,M3r2,M3r3,M3r4,M3r5,M3r6,M3r7,M3r8,M3r9,M3r10,M3r11,M3r12,M4r1,M4r2,M4r3,M4r4,M4r5,M4r6,M4r7,M4r8,M4r9,M4r10,M4r11,M4r12,M4r13,M4r14,M4r15,M4r16,M4r17,M4r18,M4r19,M4r20,M5r1,M5r2,M5r3,M5r4,M5r5,M5r6,M5r7,M6,M7r1,M7r2,M7r3,M7r4,M7r5,M7r6,M7r7,M7r8,M7r9,M7r10,M7r11,M7r12,M7r13,M7r14,M7r15,M7r16,M7r17,M7r18,M7r19,M7r20,M7r21,M7r22,M7r23,M7r24,M7r25,M7r26,M7r27,M7r28,M7r29,D1,D1b,D2,D3,D4,D5,D6,D7,S2,state,S8,M1r4_rev,M1r6_rev,M1r9_rev,M1r12_rev,M1r15_rev,M1r17_rev,PAStotal,socSupport,depress,gad7
1735,0,0,0,0,0,1,2,37,2,2,2,1,4,1, , , ,7,7,7,2,7,1,5,7,4,7,7,2,5,7,3,7,1,7,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,3,5,3,3,3,2,2,2,2,2,1,1,2,2,1,5,2,1,1,1,1,1,1,1,3,5,2,1,2,1,5,3,4,1,6,3,1,4,4,2,5,3,4,3,3,3,2,1,5,3,3,3,5,3,1,1,4,4,3,2,1,2,5,9, ,6,7,4,6,5,7,115,16,46,7
1754,1,0,0,0,0,0,1,37,2,2,4,3,4,2,2,3,2,7,5,6,1,7,2,6,5,3,5,7,1,3,6,1,7,1,5,5,4,4,4,4,5,4,4,4,4,5,5,6,5,5,5,5,5,5,5,6,5,2,2,3,2,1,2,1,2,1,1,1,1,3,1,1,2,1,1,1,3,1,1,1,1,1,1,0,2,3,4,4,5,3,3,3,5,5,3,4,4,4,4,4,4,5,4,3,4,4,4,2,2,3,4,2,2,3,3,1,5,1,2,2,2,4, ,9,3,7,6,5,7,7,7,108,62,32,6
1785,1,0,0,0,0,0,1,35,2,2,4,2,3,2,3,2,2,7,3,7,1,7,1,7,7,3,5,7,1,2,7,1,7,1,6,4,4,4,5,5,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,2,5,6,5,3,1,5,5,6,2,6,5,2,4,6,5,4,4,2,5,5,5,2,2,5,5,2,3,1,4,2,2,4,3,2,1,4, ,6,2,7,7,5,7,7,7,112,84,24,0
1791,1,0,0,0,0,0,1,37,2,2,5,4,4,3,1,3,2,5,3,5,3,5,2,5,5,4,1,5,1,5,5,4,3,3,6,4,3,3,2,2,2,2,2,2,2,6,6,6,6,6,5,5,6,6,6,6,6,5,1,1,1,3,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,0,1,1,0,0,1,1,1,1,6,3,6,4,4,4,5,4,3,4,1,3,6,5,3,4,3,5,5,5,3,3,3,4,1,2,1,5,2,4,1,3,2,1,5, ,15,3,5,6,4,7,4,5,84,70,30,4
1838,1,0,0,0,0,0,1,39,2,2,3,2,5,4,1,1,2,7,6,6,1,6,3,6,5,4,3,6,1,4,5,2,6,1,6,4,4,4,4,4,4,4,4,4,3,4,6,5,5,6,5,5,5,6,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,3,3,6,5,3,1,3,4,5,3,6,3,1,4,4,5,4,1,5,5,4,4,3,2,3,4,1,2,1,2,3,3,4,1,2,2,1, ,33,1,7,5,4,7,6,7,102,65,20,2
1851,1,1,0,0,0,0,1,38,2,2,5,2,3,3,1,3,2,7,7,7,1,7,1,7,7,1,6,7,2,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,3,4,5,3,2,2,3,5,2,1,1,1,2,1,1,1,1,1,3,1,1,5,1,0,0,0,1,0,2,0,2,3,2,4,5,5,3,4,4,4,2,4,4,4,5,4,4,4,3,4,3,4,4,2,4,3,4,3,3,2,3,1,4,1,3,2,1,5, ,20,3,7,7,7,6,7,7,118,53,38,3
1852,1,0,0,0,0,0,1,35,2,2,4,4,5,4,3,4,2,6,7,7,1,7,1,7,7,1,7,7,3,5,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,5,7,7,7,7,7,7,7,7,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0, ,2,1,6,5,4,2,6,6,6,6,6,5,4,1,6,6,6,6,1,6,6,6,1,1,3,6,1,1,1,2,2,5,1,3,2,1,5, ,33,5,7,7,7,5,7,7,121,82,24,0
1869,0,0,0,0,0,1,2,36,2,2,2,3,3,3, , , ,7,7,6,4,7,3,7,5,3,3,4,2,4,5,5,4,1,6,4,3,3,4,3,4,3,3,3,2,5,7,5,5,6,5,4,5,5,7,3,4,1,2,3,2,3,2,2,2,2,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,4,4,4,4,3,3,2,2,5,2,4,2,3,5,4,5,4,3,5,3,2,5,4,5,3,4,4,4,2,4,2,4,2,3,2,4,6,5,20, ,4,5,5,6,3,7,95,61,34,8
1876,1,1,0,0,0,0,1,38,2,2,4,3,3,3,3,1,2,7,6,6,1,6,2,6,5,1,5,6,1,3,6,1,7,1,7,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,3,5,5,1,3,4,4,5,2,4,5,4,3,5,5,5,5,2,5,5,5,4,3,4,4,2,2,2,2,3,4,1,1,2,1,5, ,17,1,7,6,7,7,7,7,111,72,20,0
1911,1,1,0,0,0,0,1,40,2,2,5,2,2,3,1,3,2,5,6,7,2,6,1,6,5,1,5,4,2,2,7,1,5,1,7,5,4,4,3,4,4,2,4,4,3,3,6,1,3,6,4,4,3,6,6,2,5,1,4,4,4,3,4,5,3,1,1,3,4,1,1,1,4,2,1,3,3,1,0,1,2,0,3,1,2,4,3,3,5,2,6,2,3,4,5,2,2,3,6,3,3,3,3,4,2,2,2,6,4,3,3,4,6,3,3,2,3,1,3,2,1,5, ,50,3,6,7,7,6,7,7,105,49,53,8
1916,1,1,1,1,1,0,1,40,2,2,5,3,5,3,3,4,2,6,6,7,1,7,1,7,5,3,1,7,2,5,7,2,6,1,7,5,5,5,5,5,5,5,5,5,5,3,3,6,6,3,5,5,5,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,6,4,4,4,1,1,4,3,4,1,4,4,1,4,5,5,4,4,1,5,5,5,1,1,4,4,5,1,1,3,1,4,1,3,2,1,3, ,27,4,7,7,5,6,6,7,109,54,20,1
1934,0,0,0,0,0,1,2,41,2,2,4,2,4,4, , , ,7,7,6,3,5,6,5,5,5,6,6,3,5,7,3,6,1,7,4,4,3,3,3,3,3,3,3,3,7,6,5,5,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,1,1,2,2,2,2,1,1,5,2,2,2,2,3,3,3,3,3,3,3,2,4,3,4,4,4,4,3,4,4,4,3,3,3,4,3,4,4,4,4,3,3,3,4,4,2,4,3,4,3,2,2,4,1,2,2,4,2,4,32, ,5,2,3,5,5,7,99,71,40,21
1987,1,0,1,1,0,0,1,43,2,2,3,3,3,3,2,4,2,7,7,7,1,7,1,7,7,1,7,7,1,5,7,1,7,1,7,5,4,5,5,5,5,5,4,4,4,7,7,7,7,7,5,4,4,5,7,5,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2,2,2,2,2,2,3,5,2,3,4,6,6,5,4,4,4,1,3,5,4,1,4,5,4,4,3,2,2,5,5,2,2,4,4,4,2,2,2,1,1,2,1,1, ,35,4,7,7,7,7,7,7,124,69,56,14
1989,1,0,0,1,0,0,1,35,2,2,2,1,2,1,1,3,2,7,6,6,3,5,4,5,4,1,6,7,1,6,5,5,7,1,4,4,4,3,4,4,4,4,4,4,4,7,7,7,7,7,7,5,7,6,7,7,7,2,2,2,3,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,2,3,4,4,3,5,3,3,5,4,3,4,4,3,3,6,6,6,6,6,6,5,5,6,5,5,6,6,5,5,5,2,4,1,2,2,1,5, ,38,3,5,4,7,7,3,7,101,81,32,6
2027,1,0,0,0,0,0,1,41,2,2,1,2,4,2,1,4,2,6,5,7,1,7,1,7,5,2,5,7,1,3,7,1,7,1,7,5,5,4,4,5,5,4,5,5,4,7,6,7,7,6,7,7,7,7,7,7,7,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,1,0,0,0,0,2,3,4,4,4,5,4,3,4,4,3,3,3,4,4,4,5,3,4,4,3,4,3,3,3,1,4,2,4,1,4,1,2,4,3,2,1,3, ,23,4,7,7,6,7,7,7,114,82,27,1
2030,1,1,0,0,0,0,1,35,2,2,4,3,4,3,1,4,2,5,6,7,1,7,1,7,4,3,4,6,1,3,7,1,6,1,6,5,5,5,5,5,5,5,5,5,5,7,7,5,5,6,5,6,5,6,6,5,6,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,2,3,2,3,3,3,4,3,5,4,3,4,3,3,3,4,4,3,4,3,3,4,3,3,4,4,4,2,1,1,2,2,4,1,3,2,1,5, ,38,4,7,7,5,7,7,7,108,69,22,2
2033,1,1,0,0,0,0,1,36,2,2,3,3,3,3,1,1,2,7,7,7,1,7,1,7,1,1,7,7,1,4,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,3,3,3,3,6,6,3,1,5,1,1,3,6,6,3,6,1,1,6,1,3,1,6,6,2,1,1,3,1,3,1,3,3,1,2,1,2, ,14,1,7,7,7,7,7,7,117,12,20,0
2039,1,0,0,0,0,0,1,40,2,2,3,3,4,3,2,6,2,6,6,7,1,7,1,7,7,1,7,7,1,5,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,6,6,7,5,6,7,7,5,7,6,7,7,1,1,2,3,2,3,2,2,2,2,1,1,1,1,1,4,3,1,3,2,1,0,1,1,0,1,0,2,4,1,4,2,6,3,1,4,4,4,3,3,4,4,3,4,2,3,4,3,3,3,2,3,1,2,4,3,4,5,2,4,1,3,2,1,4, ,38,6,7,7,7,7,7,7,122,76,38,4
2040,0,0,0,0,0,1,2,37,2,2,5,4,4,2, , , ,4,2,6,3,6,1,6,1,6,3,5,1,6,6,3,5,1,5,3,5,3,3,4,2,2,2,2,3,7,7,7,7,7,5,5,7,7,7,7,7,1,1,1,2,5,2,2,1,1,1,1,1,1,1,1,5,1,1,5,1,2,2,2,2,0,2,1,2,4,1,5,5,6,1,4,4,6,1,4,4,4,4,4,5,5,1,3,1,1,4,6,1,1,1,1,3,1,4,2,4,4,1,2,1,2,4,10, ,5,7,2,7,5,7,88,80,35,11
2095,0,0,0,0,0,1,2,44,2,2,4,3,5,3, , , ,7,7,7,1,7,1,7,7,3,6,7,1,5,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,6,6,6,5,6,5,4,6,4,6,6,4,2,2,1,2,1,2,3,1,1,2,1,2,2,1,1,1,1,1,1,1,0,0,1,0,1,1,0,2,3,4,4,5,1,2,4,5,4,2,5,4,2,4,4,6,5,5,3,5,4,4,2,4,4,5,3,2,1,2,2,3,1,3,2,4,4,5,37, ,7,7,5,7,7,7,121,64,29,3
2125,1,0,0,0,0,0,1,44,2,2,3,1,3,3,1,3,2,7,7,7,1,7,1,6,7,1,2,7,1,2,7,1,6,1,7,5,5,5,5,5,5,5,5,5,4,7,5,6,5,4,4,5,7,5,4,7,6,2,5,4,5,4,5,2,2,1,3,1,2,3,1,1,5,3,1,5,3,3,3,2,3,1,0,3,2,4,5,4,5,6,5,2,5,3,6,4,3,4,5,2,6,3,2,4,2,3,2,6,3,1,5,3,6,1,1,1,3,4,3,2,1,3, ,33,3,7,7,7,7,7,7,114,65,58,15
2151,0,0,0,0,0,1,2,41,2,2,4,2,3,3, , , ,5,5,5,4,7,3,5,5,4,4,6,4,6,6,4,7,1,5,4,4,4,3,4,3,2,4,3,2,1,1,5,4,1,5,5,2,4,1,3,5,1,2,5,2,2,2,5,2,2,1,2,2,1,2,1,5,5,1,2,5,2,1,1,1,0,1,2,2,6,3,4,3,6,5,6,3,4,6,5,5,6,3,4,6,3,4,4,3,3,4,4,5,1,3,3,5,4,1,1,5,1,2,2,1,3,4,44, ,4,5,4,4,4,7,94,37,50,8
2152,1,1,0,0,0,0,1,37,2,2,4,3,4,1,1,4,2,7,6,7,1,7,1,6,7,1,5,7,1,1,7,1,6,1,7,5,1,3,5,5,4,4,5,4,4,7,7,6,7,6,4,4,5,4,7,4,4,1,1,2,1,3,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,0,2,0,0,0,1,1,4,5,4,5,1,2,6,4,4,4,4,2,3,4,6,5,4,1,4,6,4,1,1,3,4,1,1,1,5,2,2,4,1,2,1,1, ,4,4,7,7,7,7,7,7,115,65,27,2
2173,1,1,0,0,0,0,1,37,2,2,4,4,4,4,1,3,2,7,6,7,1,7,3,7,2,1,6,7,5,5,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,1,6,5,1,1,6,6,5,1,6,6,1,5,6,6,6,6,6,6,6,6,1,1,6,6,1,1,1,1,1,4,1,3,2,1,2, ,7,3,7,5,7,3,7,7,111,81,22,0
2189,0,0,0,0,0,1,2,44,2,2,5,5,5,4, , , ,7,7,7,1,7,1,7,7,1,7,7,4,4,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,3,2,4,4,3,4,4,7,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,3,2,4,4,2,3,4,2,4,5,4,5,3,4,5,4,4,4,1,5,6,4,1,3,3,4,1,2,2,1,5,2,1,2,2,1,5,5,32, ,7,7,7,4,7,7,120,47,20,0
2191,1,0,0,0,0,0,1,41,2,2,1,2,2,2,1,3,2,6,7,7,2,7,1,7,7,2,3,7,4,4,7,1,7,1,6,5,4,3,3,5,5,5,5,5,4,5,5,4,4,4,2,1,5,2,4,5,2,1,2,3,2,5,2,4,2,4,2,2,3,3,4,1,5,5,1,5,4,1,3,2,1,1,1,1,4,6,1,2,1,6,6,3,1,1,5,5,1,6,6,1,5,4,1,6,1,1,2,6,6,1,4,4,6,5,2,1,4,6,1,2,1,1, ,8,3,6,7,6,4,7,7,112,43,60,10
2232,0,0,0,0,0,1,2,38,2,2,2,4,5,4, , , ,7,7,7,1,7,2,7,7,1,7,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,4,6,5,6,6,5,1,1,1,2,5,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,0,1,0,0,0,0,1,2,2,4,6,2,3,6,5,4,3,6,5,4,3,4,6,6,5,3,5,6,6,6,3,6,4,1,1,5,2,2,2,4,2,2,1,3,5,21, ,7,6,7,7,7,7,119,67,30,2
2271,1,0,0,0,0,0,1,41,2,2,5,2,4,3,3,2,2,5,1,7,1,6,1,2,6,1,5,6,1,5,7,1,5,1,5,5,3,5,5,5,4,4,5,4,4,5,6,6,5,6,6,6,2,6,6,6,6,2,3,3,4,2,4,3,2,4,2,1,4,3,2,1,5,3,1,2,1,3,2,1,3,0,2,2,2,4,5,5,2,6,2,3,3,4,3,4,4,4,3,2,5,3,5,4,5,5,4,3,4,2,4,1,4,4,4,2,5,1,2,2,1,6, ,31,2,7,7,7,7,7,7,102,66,52,13
2328,1,0,0,0,0,0,1,39,2,2,4,4,4,3,1,6,2,7,5,7,1,7,1,6,7,4,5,7,2,5,7,2,7,1,6,5,5,5,5,5,5,4,5,5,3,7,7,7,7,7,4,4,7,4,7,7,4,1,2,3,2,4,2,1,1,1,2,1,3,1,1,1,3,1,1,4,2,0,1,1,1,0,1,0,2,2,4,6,5,5,2,4,5,6,2,5,5,4,6,5,6,5,2,2,4,3,6,4,3,3,5,2,3,1,5,2,3,4,3,2,1,3, ,37,6,7,7,4,6,6,7,113,72,37,4
2345,1,0,0,0,0,0,1,39,2,2,3,2,5,2,1,3,2,7,7,7,1,7,1,7,5,1,6,7,1,4,7,1,6,1,7,5,5,5,5,5,5,5,5,5,5,7,4,4,4,7,4,4,4,5,7,1,4,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,0,1,1,1,0,1,1,2,1,1,5,5,1,3,3,3,5,3,3,4,1,4,4,5,5,3,3,3,4,4,3,3,4,4,2,1,1,2,2,3,1,2,2,1,5, ,9,3,7,7,7,7,7,7,119,55,30,5
2350,0,0,0,0,0,1,2,36,2,2,4,3,4,3, , , ,6,7,7,1,7,1,7,5,1,4,7,1,5,7,1,6,1,7,5,5,5,4,5,5,5,5,5,5,6,6,6,6,6,5,5,5,6,6,6,5,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,4,3,3,2,5,2,4,4,4,3,5,4,3,3,3,4,4,2,4,4,5,4,4,4,4,4,3,2,2,1,1,4,1,3,2,4,3,5,5, ,7,7,7,7,7,7,117,68,25,5
2357,1,1,0,0,0,0,1,36,2,2,4,4,4,4,1,3,2,5,6,7,1,4,3,5,5,6,4,7,3,4,5,5,5,1,6,3,1,4,4,4,4,4,4,4,4,6,5,6,6,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,3,2,5,5,3,3,4,5,5,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,2,2,4,1,3,2,1,5, ,17,3,7,5,2,5,3,7,92,63,20,0
2360,1,1,0,1,0,0,1,35,2,2,4,4,4,4,2,6,2,4,4,4,3,6,2,1,5,4,5,5,4,5,5,4,3,1,6,3,3,2,2,3,3,3,3,3,3,4,4,6,5,4,4,4,6,4,4,6,4,1,2,1,1,1,2,1,1,2,1,2,3,1,1,1,3,1,4,1,1,1,2,2,1,0,2,1,2,4,5,5,4,2,4,5,4,4,4,5,4,2,5,4,5,4,2,5,4,5,3,6,5,2,4,4,5,4,4,1,2,4,3,1,6,9, ,9,5,5,6,4,4,4,7,83,55,31,9
2371,1,0,1,0,0,0,1,41,2,2,4,3,2,3,1,3,2,7,5,7,1,7,2,7,6,1,7,7,1,5,6,1,7,1,7,4,2,5,5,5,5,5,5,5,2,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,4,1,0,0,0,0,0,1,1,1,4,6,6,4,4,5,4,5,4,4,6,4,6,5,5,6,5,1,5,5,4,5,1,1,5,5,1,4,1,5,1,4,1,3,2,4,6, ,5,3,7,6,7,7,7,7,119,84,29,2
2373,1,0,0,0,0,0,1,39,2,2,4,3,4,3,1,4,2,6,6,7,1,7,1,6,6,1,6,7,3,2,7,2,7,1,7,4,4,4,4,5,5,5,4,4,4,5,6,6,6,4,5,5,6,5,5,6,5,2,2,2,3,3,2,3,2,1,2,4,3,2,1,1,4,1,1,2,2,1,0,0,0,0,1,0,2,4,2,4,4,3,3,1,3,4,3,4,2,5,5,2,5,4,3,4,3,3,3,4,4,1,4,3,5,3,2,1,3,4,1,2,1,2, ,4,4,7,7,7,5,6,7,113,64,43,2
2387,1,1,0,0,0,0,1,39,2,2,4,2,3,3,1,3,2,6,5,7,2,7,3,7,5,2,2,6,1,3,7,1,5,1,5,4,4,4,4,4,4,4,4,4,4,5,5,6,5,5,5,3,5,5,5,5,5,2,5,3,4,5,4,5,4,4,5,2,5,3,1,1,5,5,1,3,4,3,3,3,3,1,2,3,2,6,2,2,2,6,5,3,4,3,4,2,2,6,6,1,4,3,1,6,2,2,2,6,6,1,2,4,5,3,4,2,4,1,2,2,1,2, ,36,3,6,5,6,7,7,7,103,59,71,18
2388,1,0,0,0,0,0,1,42,2,2,4,3,4,3,1,5,2,7,5,7,1,7,2,7,4,2,5,7,1,3,7,1,7,1,6,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,6,6,7,6,7,7,6,1,2,3,1,2,1,2,1,2,2,1,3,2,1,1,3,1,1,2,2,1,1,1,1,1,1,0,2,4,3,5,4,4,2,5,4,5,3,6,3,4,5,5,5,4,3,4,4,4,6,3,2,2,4,3,4,1,5,2,4,4,3,2,1,3, ,43,5,7,6,6,7,7,7,112,80,34,6
2394,1,0,0,0,0,0,1,39,2,2,5,2,2,4,2,6,2,7,7,7,1,7,1,7,7,1,7,7,1,7,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,1,2,7,6,7,7,7,4,4,4,3,3,4,4,1,1,1,1,1,5,1,1,5,1,1,1,1,2,2,2,2,2,2,0,1,1,1,6,6,1,1,6,6,6,1,5,5,1,1,5,6,6,6,1,6,5,5,6,5,4,5,4,3,1,2,3,4,1,3,2,1,1, ,10,6,7,7,7,7,7,7,126,72,47,12
2405,1,1,0,0,0,0,1,39,2,2,3,3,4,2,2,1,2,7,5,7,1,7,1,7,7,1,7,7,1,2,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,0,0,0,1,0,0,0,1,2,6,6,5,4,1,6,5,6,1,6,5,5,5,5,6,5,5,1,5,5,6,1,1,3,5,1,3,1,3,5,4,1,3,2,1,4, ,47,2,7,7,7,7,7,7,119,84,27,1
2406,1,0,0,0,0,0,1,42,2,2,3,4,5,1,2,4,2,7,3,7,1,7,1,7,7,1,6,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,6,6,7,3,3,7,3,7,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,3,6,3,1,1,4,4,6,4,6,6,1,3,6,6,5,6,1,6,6,6,1,1,6,6,1,1,4,2,2,3,4,1,2,1,3, ,37,4,7,7,7,7,7,7,115,66,20,0
2408,1,0,1,0,0,0,1,38,2,2,3,4,3,3,1,2,2,7,4,6,3,7,1,7,5,2,6,6,3,3,6,2,7,1,5,5,3,5,5,5,4,4,5,5,3,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,3,4,6,4,3,2,4,3,5,3,6,4,4,5,5,6,4,2,4,3,4,6,3,2,3,5,2,4,1,1,1,5,1,3,2,1,3, ,17,2,5,7,6,5,6,7,105,84,24,1
2428,1,0,1,0,0,0,1,36,2,2,3,4,4,3,1,1,2,7,3,7,2,7,2,5,6,3,6,7,3,6,6,2,6,1,6,5,3,4,4,4,4,4,4,4,4,6,7,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,1,0,0,1,0,2,2,3,5,3,2,2,2,5,6,1,6,5,2,2,5,5,5,5,2,5,5,6,2,2,3,5,1,1,1,4,2,4,2,3,2,1,3, ,43,1,6,6,5,5,6,7,107,73,21,2
2464,1,0,0,0,0,0,1,42,2,2,4,3,4,3,2,3,2,7,7,7,1,7,1,7,7,1,7,7,1,7,7,1,6,1,7,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,0,0,0,1,4,2,4,5,2,4,3,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,5,3,4,4,2,4,2,5,2,3,4,3,2,4,3, ,5,4,7,7,7,7,7,7,125,72,27,4
2465,1,1,0,0,0,0,1,35,2,2,3,3,5,3,1,1,2,6,5,6,2,6,2,5,5,4,6,7,3,5,6,3,5,1,6,5,5,3,3,5,5,4,5,5,5,4,6,3,5,7,4,3,5,5,7,3,5,1,1,3,2,3,1,3,1,2,1,1,2,2,1,1,3,1,1,3,1,2,1,1,1,0,1,1,2,3,3,4,4,5,3,3,6,5,3,4,4,4,4,4,5,4,2,4,4,4,4,3,2,1,4,2,4,2,5,2,3,4,3,2,1,3, ,43,1,6,6,4,5,5,7,101,57,34,7
2467,1,0,0,0,0,0,1,36,2,2,2,1,3,3,3,3,2,7,6,7,1,7,2,7,7,6,7,7,2,1,7,1,7,1,7,5,5,5,4,5,5,5,5,5,5,4,4,6,6,4,5,5,3,5,4,6,5,1,2,1,3,3,4,1,2,3,1,2,1,1,5,2,3,5,1,4,1,1,1,1,1,1,2,2,2,6,1,2,2,6,6,2,3,1,6,1,1,5,5,1,4,2,1,5,2,2,2,3,5,2,3,3,3,2,2,2,3,1,1,2,1,1, ,40,3,7,6,2,6,7,7,112,57,46,9
2494,0,0,0,0,0,1,2,36,2,2,4,2,2,2, , , ,6,4,6,3,6,1,7,2,4,3,6,1,5,6,5,4,1,5,4,3,3,2,4,3,2,4,4,2,6,7,6,6,7,5,5,6,6,6,6,6,2,2,3,2,3,2,2,1,1,2,1,2,3,1,1,2,1,1,2,3,1,1,1,1,1,1,0,2,4,4,5,4,4,3,4,4,4,2,5,4,4,4,4,5,5,3,4,4,4,4,3,2,4,4,1,4,2,3,2,5,1,3,2,1,8,4,5, ,5,7,4,7,3,7,93,72,37,6
2886,0,0,0,0,0,1,2,43,2,2,5,2,5,2, , , ,5,1,4,1,4,3,5,1,5,1,4,4,5,4,5,5,1,4,5,2,2,2,4,4,3,4,4,3,6,6,7,6,7,7,7,7,7,7,7,7,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,2,3,5,6,4,1,6,5,4,6,6,2,2,3,4,5,6,5,5,5,6,5,1,1,3,1,1,1,1,2,1,3,1,2,2,2,2,4,21, ,7,5,3,4,3,7,72,81,24,0
2921,0,0,0,0,0,1,2,40,2,2,4,4,4,4, , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,5,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,2,5,3,5,4,3,1,4,2,6,4,6,3,1,4,6,2,4,5,5,4,4,4,2,4,3,4,4,3,3,2,1,3,4,2,2,5,1,4,21, ,4,4,4,4,4,4,69,48,28,1
